ID,Gender,Own_car,Own_property,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Target,Income_type_Commercial associate,Income_type_Pensioner,Income_type_State servant,Income_type_Student,Income_type_Working,Education_type_Academic degree,Education_type_Higher education,Education_type_Incomplete higher,Education_type_Lower secondary,Education_type_Secondary / secondary special,Family_status_Civil marriage,Family_status_Married,Family_status_Separated,Family_status_Single / not married,Family_status_Widow,Housing_type_Co-op apartment,Housing_type_House / apartment,Housing_type_Municipal apartment,Housing_type_Office apartment,Housing_type_Rented apartment,Housing_type_With parents,Occupation_type_Accountants,Occupation_type_Cleaning staff,Occupation_type_Cooking staff,Occupation_type_Core staff,Occupation_type_Drivers,Occupation_type_HR staff,Occupation_type_High skill tech staff,Occupation_type_IT staff,Occupation_type_Laborers,Occupation_type_Low-skill Laborers,Occupation_type_Managers,Occupation_type_Medicine staff,Occupation_type_Other,Occupation_type_Private service staff,Occupation_type_Realty agents,Occupation_type_Sales staff,Occupation_type_Secretaries,Occupation_type_Security staff,Occupation_type_Waiters/barmen staff
5009074,0,1,1,0,0.7525578993598756,0.8762054786436622,-0.316573289237516,2.707422888310684,0.4059216479847969,-0.6784490948816542,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009078,1,0,1,0,0.7525578993598756,0.8762054786436622,0.16398802023257888,-0.01237198262455714,-0.4541659257318438,-0.3596868571209544,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009079,0,0,1,0,-0.5512580615403799,-0.19575507984314686,0.944900148121483,-0.6923207003583676,-1.4002622568201486,0.437218737280795,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5009083,1,0,1,0,-0.5512580615403799,-0.19575507984314686,1.4254614575915778,-0.9189702729363043,1.0939917069581095,1.552886569443244,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009088,1,1,0,0,2.056373860260131,1.9481660371304712,1.1251106391727685,0.21427758995337964,-0.2821484109885156,0.437218737280795,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5009090,1,1,1,0,-0.5512580615403799,-0.19575507984314686,-0.8572047623913727,0.6675767351092532,-0.7982009552185001,0.9153620939218446,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009092,1,1,1,0,0.7525578993598756,0.8762054786436622,-1.4579063992289913,5.880516904401799,-0.8842097125901641,-0.3596868571209544,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009096,0,0,1,0,0.7525578993598756,0.8762054786436622,-0.19643296186999226,0.89422630768719,-0.5401746831035078,1.0747432128021945,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009099,0,0,1,0,-0.5512580615403799,-1.267715638329956,1.7258122760103871,1.3475254528430636,-0.6261834404751719,-0.6784490948816542,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009103,1,1,1,0,2.056373860260131,1.9481660371304712,0.6445493297026738,-0.23902155520249393,-0.712192197846836,0.9153620939218446,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009108,1,0,1,0,-0.5512580615403799,-0.19575507984314686,-1.2176257444939438,1.8008245979989372,-0.19613965361685157,0.27783761840044513,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5009110,0,0,1,0,-0.5512580615403799,-0.19575507984314686,-1.4579063992289913,-0.6923207003583676,-1.6582885289351408,-0.8378302137620041,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5009116,0,0,0,0,-0.5512580615403799,-1.267715638329956,0.46433883865138814,-0.23902155520249393,-0.02412213887352343,-0.6784490948816542,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009133,1,0,1,1,-0.5512580615403799,-1.267715638329956,-0.6769942713400872,2.027474170576874,1.3520179790731017,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009141,0,0,0,0,-0.5512580615403799,-0.19575507984314686,0.3441985112838645,-0.46567112778043074,-1.4862710141918125,-0.20030573824060452,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009143,1,1,0,1,-0.5512580615403799,-0.19575507984314686,-0.9773450897588964,0.4409271625313164,0.5779391627281251,-0.8378302137620041,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009145,1,1,0,0,-0.5512580615403799,-0.19575507984314686,0.52440900233515,1.3475254528430636,-0.02412213887352343,0.7559809750414948,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009151,0,0,0,0,-0.5512580615403799,-0.19575507984314686,0.10391785654881702,-0.01237198262455714,0.8359654348431172,0.27783761840044513,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5009163,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-0.9172749260751345,-0.23902155520249393,-0.712192197846836,0.437218737280795,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5009170,0,1,0,1,-0.5512580615403799,-0.19575507984314686,0.16398802023257888,-0.375011298749256,1.610044251188094,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009177,1,1,0,0,-0.5512580615403799,-0.19575507984314686,1.3053211302240542,0.4862570770469038,0.5779391627281251,-0.3596868571209544,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5009186,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-1.4579063992289913,0.89422630768719,0.4059216479847969,1.552886569443244,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009195,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-0.3766434529212778,1.1208758802651269,1.1800004643297735,2.8279355204860432,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009213,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-0.316573289237516,0.89422630768719,-0.8842097125901641,-0.5190679760013043,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009220,0,1,0,0,-0.5512580615403799,-0.19575507984314686,-0.016222470818706692,0.4409271625313164,-0.2821484109885156,-0.5190679760013043,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009238,1,1,0,0,-0.5512580615403799,-0.19575507984314686,-0.19643296186999226,-0.23902155520249393,-1.2282447420768203,-0.5190679760013043,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009242,0,0,0,0,-0.5512580615403799,-1.267715638329956,0.4042686749676263,-1.07762497374086,0.7499566774714532,1.393505450562894,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009246,0,0,0,0,-0.5512580615403799,-0.19575507984314686,0.22405818391634075,-0.46567112778043074,-0.4541659257318438,-0.04092461936025464,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009249,1,1,0,0,0.7525578993598756,0.8762054786436622,-0.07629263450246855,-0.46567112778043074,-1.4002622568201486,-0.5190679760013043,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009255,0,0,0,0,-0.5512580615403799,-1.267715638329956,-1.2776959081777057,-0.375011298749256,-0.02412213887352343,2.987316639366393,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009260,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-0.49678378028880155,0.21427758995337964,-0.3681571683601797,-0.3596868571209544,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009264,0,0,0,1,-0.5512580615403799,-1.267715638329956,-0.3766434529212778,-1.4175993326077652,1.1800004643297735,-0.8378302137620041,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009265,1,1,0,0,-0.5512580615403799,-0.19575507984314686,1.1851808028565305,1.5741750254210005,-1.3142534994484845,-0.20030573824060452,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009270,1,0,0,0,-0.5512580615403799,-0.19575507984314686,0.04384769286505517,-0.01237198262455714,-0.2821484109885156,0.11845649952009524,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5009278,0,0,0,0,-0.5512580615403799,-0.19575507984314686,-0.4367136166050397,-0.5110010422960181,-0.19613965361685157,1.2341243316825443,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009295,0,0,0,1,-0.5512580615403799,-0.19575507984314686,0.3441985112838645,-0.375011298749256,1.1800004643297735,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009297,0,0,0,0,-0.5512580615403799,-1.267715638329956,-0.316573289237516,0.12361776092220493,0.06188661849814064,-0.04092461936025464,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5009302,0,0,0,1,-0.5512580615403799,-1.267715638329956,-0.1363627981862304,-0.6923207003583676,1.4380267364447659,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009306,0,1,0,1,-0.5512580615403799,-0.19575507984314686,1.9660929307454347,-0.46567112778043074,1.0079829495864454,-0.8378302137620041,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5009325,1,1,0,0,-0.5512580615403799,-0.19575507984314686,-0.6769942713400872,0.8715613504293963,1.1800004643297735,1.0747432128021945,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5009335,0,0,0,0,-0.5512580615403799,-1.267715638329956,-1.0974854171264201,-0.42034121326484336,0.06188661849814064,2.1904110449646437,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009338,1,0,0,0,-0.5512580615403799,-0.19575507984314686,-0.9172749260751345,-1.145619845514241,0.6639479200997891,1.393505450562894,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
